id,headshot,firstName,lastName,sweaterNumber,position,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,team_code,season
8475754,https://assets.nhle.com/mugs/nhl/20242025/COL/8475754.png,Brock,Nelson,11,FWD,C,L,76,205,193,93,1991-10-15,Warroad,USA,COL,20242025
8477501,https://assets.nhle.com/mugs/nhl/20242025/COL/8477501.png,Valeri,Nichushkin,13,FWD,R,L,76,210,193,95,1995-03-04,Chelyabinsk,RUS,COL,20242025
8481186,https://assets.nhle.com/mugs/nhl/20242025/COL/8481186.png,Logan,O'Connor,25,FWD,R,R,72,175,183,79,1996-08-14,Missouri City,USA,COL,20242025
8476918,https://assets.nhle.com/mugs/nhl/20242025/COL/8476918.png,Jimmy,Vesey,26,FWD,L,L,74,203,188,92,1993-05-26,Boston,USA,COL,20242025
8479398,https://assets.nhle.com/mugs/nhl/20242025/COL/8479398.png,Samuel,Girard,49,DEF,D,L,70,170,178,77,1998-05-12,Roberval,CAN,COL,20242025
8473446,https://assets.nhle.com/mugs/nhl/20242025/COL/8473446.png,Erik,Johnson,6,DEF,D,R,76,225,193,102,1988-03-21,Bloomington,USA,COL,20242025
8479324,https://assets.nhle.com/mugs/nhl/20242025/COL/8479324.png,Ryan,Lindgren,55,DEF,D,L,72,194,183,88,1998-02-11,Burnsville,USA,COL,20242025
8480069,https://assets.nhle.com/mugs/nhl/20242025/COL/8480069.png,Cale,Makar,8,DEF,D,R,72,187,183,85,1998-10-30,Calgary,CAN,COL,20242025
8484258,https://assets.nhle.com/mugs/nhl/20242025/COL/8484258.png,Sam,Malinski,70,DEF,D,R,71,190,180,86,1998-07-27,Lakeville,USA,COL,20242025
8476312,https://assets.nhle.com/mugs/nhl/20242025/COL/8476312.png,Josh,Manson,42,DEF,D,R,75,218,191,99,1991-10-07,Hinsdale,USA,COL,20242025
8479387,https://assets.nhle.com/mugs/nhl/20242025/COL/8479387.png,Keaton,Middleton,67,DEF,D,L,78,240,198,109,1998-02-10,Edmonton,CAN,COL,20242025
8478038,https://assets.nhle.com/mugs/nhl/20242025/COL/8478038.png,Devon,Toews,7,DEF,D,L,73,191,185,87,1994-02-21,Abbotsford,CAN,COL,20242025
8478406,https://assets.nhle.com/mugs/nhl/20242025/COL/8478406.png,Mackenzie,Blackwood,39,GK,G,L,76,225,193,102,1996-12-09,Thunder Bay,CAN,COL,20242025
8475809,https://assets.nhle.com/mugs/nhl/20242025/COL/8475809.png,Scott,Wedgewood,41,GK,G,L,74,201,188,91,1992-08-14,Brampton,CAN,COL,20242025
8479944,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8479944.png,Zachary,Aston-Reese,27,FWD,C,L,73,200,185,91,1994-08-10,Staten Island,USA,CBJ,20242025
8482475,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8482475.png,Yegor,Chinakhov,59,FWD,R,L,73,201,185,91,2001-02-01,Omsk,RUS,CBJ,20242025
8475745,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8475745.png,Charlie,Coyle,NA,FWD,C,R,75,215,191,98,1992-03-02,East Weymouth,USA,CBJ,20242025
8479941,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8479941.png,Justin,Danforth,17,FWD,R,R,68,188,173,85,1993-03-15,Oshawa,CAN,CBJ,20242025
8484166,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8484166.png,Adam,Fantilli,19,FWD,C,L,74,199,188,90,2004-10-12,Nobleton,CAN,CBJ,20242025
8478432,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8478432.png,Christian,Fischer,36,FWD,R,R,74,212,188,96,1997-04-15,Chicago,USA,CBJ,20242025
8476867,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8476867.png,Brendan,Gaunce,16,FWD,C,L,75,219,191,99,1994-03-25,Sudbury,CAN,CBJ,20242025
8476432,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8476432.png,Boone,Jenner,38,FWD,C,L,74,203,188,92,1993-06-15,Dorchester,CAN,CBJ,20242025
8482660,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8482660.png,Kent,Johnson,91,FWD,C,L,72,180,183,82,2002-10-18,Port Moody,CAN,CBJ,20242025
8479316,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8479316.png,Luke,Kunin,11,FWD,C,R,72,197,183,89,1997-12-04,Chesterfield,USA,CBJ,20242025
8476374,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8476374.png,Sean,Kuraly,7,FWD,C,L,74,215,188,98,1993-01-20,Niagara Falls,USA,CBJ,20242025
8478099,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8478099.png,Kevin,Labanc,62,FWD,R,R,71,185,180,84,1995-12-12,Brooklyn,USA,CBJ,20242025
8480893,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8480893.png,Kirill,Marchenko,86,FWD,R,R,75,197,191,89,2000-07-21,Barnaul,RUS,CBJ,20242025
8477497,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8477497.png,Sean,Monahan,23,FWD,C,L,74,197,188,89,1994-10-12,Brampton,CAN,CBJ,20242025
8479671,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8479671.png,Mathieu,Olivier,24,FWD,R,R,73,226,185,103,1997-02-11,Biloxi,USA,CBJ,20242025
8482705,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8482705.png,Cole,Sillinger,4,FWD,C,L,73,202,185,92,2003-05-16,Columbus,USA,CBJ,20242025
8474037,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8474037.png,James,van Riemsdyk,21,FWD,L,L,75,209,191,95,1989-05-04,Middletown,USA,CBJ,20242025
8481716,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8481716.png,Dmitri,Voronkov,10,FWD,L,L,77,227,196,103,2000-09-10,Angarsk,RUS,CBJ,20242025
8485469,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8485469.png,Jack,Williams,29,FWD,R,R,71,185,180,84,2002-03-02,Biddeford,USA,CBJ,20242025
8477425,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8477425.png,Miles,Wood,NA,FWD,L,L,74,195,188,88,1995-09-13,Buffalo,USA,CBJ,20242025
8481161,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8481161.png,Jake,Christiansen,2,DEF,D,L,72,197,183,89,1999-09-12,West Vancouver,CAN,CBJ,20242025
8479371,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8479371.png,Dante,Fabbro,15,DEF,D,R,72,189,183,86,1998-06-20,Coquitlam,CAN,CBJ,20242025
8475790,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8475790.png,Erik,Gudbranson,44,DEF,D,R,77,222,196,101,1992-01-07,Ottawa,CAN,CBJ,20242025
8480887,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8480887.png,Jordan,Harris,22,DEF,D,L,71,187,180,85,2000-07-07,Haverhill,USA,CBJ,20242025
8471677,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8471677.png,Jack,Johnson,3,DEF,D,L,74,225,188,102,1987-01-13,Indianapolis,USA,CBJ,20242025
8478500,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8478500.png,Ivan,Provorov,9,DEF,D,L,73,213,185,97,1997-01-13,Yaroslavl,RUS,CBJ,20242025
8476923,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8476923.png,Damon,Severson,78,DEF,D,R,74,204,188,93,1994-08-07,Melville,CAN,CBJ,20242025
8478460,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8478460.png,Zach,Werenski,8,DEF,D,L,74,211,188,96,1997-07-19,Grosse Pointe,USA,CBJ,20242025
8478007,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8478007.png,Elvis,Merzlikins,90,GK,G,L,75,190,191,86,1994-04-13,Riga,LVA,CBJ,20242025
8473994,https://assets.nhle.com/mugs/nhl/20242025/DAL/8473994.png,Jamie,Benn,14,FWD,L,L,75,206,191,93,1989-07-18,Victoria,CAN,DAL,20242025
8476278,https://assets.nhle.com/mugs/nhl/20242025/DAL/8476278.png,Colin,Blackwell,15,FWD,C,R,68,190,173,86,1993-03-28,North Andover,USA,DAL,20242025
8482145,https://assets.nhle.com/mugs/nhl/20242025/DAL/8482145.png,Mavrik,Bourque,22,FWD,C,R,71,181,180,82,2002-01-08,Plessisville,CAN,DAL,20242025
8480840,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480840.png,Oskar,Bäck,10,FWD,C,L,76,202,193,92,2000-03-12,Karlstad,SWE,DAL,20242025
8474149,https://assets.nhle.com/mugs/nhl/20242025/DAL/8474149.png,Evgenii,Dadonov,63,FWD,R,L,71,188,180,85,1989-03-12,Chelyabinsk,RUS,DAL,20242025
8475168,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475168.png,Matt,Duchene,95,FWD,C,L,71,212,180,96,1991-01-16,Haliburton,CAN,DAL,20242025
8475798,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475798.png,Mikael,Granlund,64,FWD,C,L,70,185,178,84,1992-02-26,Oulu,FIN,DAL,20242025
8478449,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478449.png,Roope,Hintz,24,FWD,C,L,75,213,191,97,1996-11-17,Nokia,FIN,DAL,20242025
8482740,https://assets.nhle.com/mugs/nhl/20242025/DAL/8482740.png,Wyatt,Johnston,53,FWD,C,R,73,185,185,84,2003-05-14,Toronto,CAN,DAL,20242025
8478420,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478420.png,Mikko,Rantanen,96,FWD,R,L,76,215,193,98,1996-10-29,Nousiainen,FIN,DAL,20242025
8480027,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480027.png,Jason,Robertson,21,FWD,L,L,75,207,191,94,1999-07-22,Arcadia,USA,DAL,20242025
8475794,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475794.png,Tyler,Seguin,91,FWD,C,R,74,201,188,91,1992-01-31,Brampton,CAN,DAL,20242025
8479351,https://assets.nhle.com/mugs/nhl/20242025/DAL/8479351.png,Sam,Steel,18,FWD,C,L,72,189,183,86,1998-02-03,Ardrossan,CAN,DAL,20242025
8483425,https://assets.nhle.com/mugs/nhl/20242025/DAL/8483425.png,Lian,Bichsel,6,DEF,D,L,79,231,201,105,2004-05-18,Olten,CHE,DAL,20242025
8476879,https://assets.nhle.com/mugs/nhl/20242025/DAL/8476879.png,Cody,Ceci,44,DEF,D,R,75,210,191,95,1993-12-21,Ottawa,CAN,DAL,20242025
8476856,https://assets.nhle.com/mugs/nhl/20242025/DAL/8476856.png,Mathew,Dumba,3,DEF,D,R,73,185,185,84,1994-07-25,Regina,CAN,DAL,20242025
8481581,https://assets.nhle.com/mugs/nhl/20242025/DAL/8481581.png,Thomas,Harley,55,DEF,D,L,75,211,191,96,2001-08-19,Syracuse,USA,DAL,20242025
8480036,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480036.png,Miro,Heiskanen,4,DEF,D,L,74,197,188,89,1999-07-18,Espoo,FIN,DAL,20242025
8476902,https://assets.nhle.com/mugs/nhl/20242025/DAL/8476902.png,Esa,Lindell,23,DEF,D,L,75,217,191,98,1994-05-23,Vantaa,FIN,DAL,20242025
8480878,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480878.png,Nils,Lundkvist,5,DEF,D,R,73,191,185,87,2000-07-27,Pitea,SWE,DAL,20242025
8480950,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480950.png,Ilya,Lyubushkin,46,DEF,D,R,74,200,188,91,1994-04-06,Moscow,RUS,DAL,20242025
8474090,https://assets.nhle.com/mugs/nhl/20242025/DAL/8474090.png,Brendan,Smith,2,DEF,D,L,74,200,188,91,1989-02-08,Mimico,CAN,DAL,20242025
8479193,https://assets.nhle.com/mugs/nhl/20242025/DAL/8479193.png,Casey,DeSmith,1,GK,G,L,72,180,183,82,1991-08-13,Rochester,USA,DAL,20242025
8479979,https://assets.nhle.com/mugs/nhl/20242025/DAL/8479979.png,Jake,Oettinger,29,GK,G,L,78,224,198,102,1998-12-18,Lakeville,USA,DAL,20242025
8481013,https://assets.nhle.com/mugs/nhl/20242025/DET/8481013.png,Jonatan,Berggren,48,FWD,R,L,71,197,180,89,2000-07-16,Uppsala,SWE,DET,20242025
8477456,https://assets.nhle.com/mugs/nhl/20242025/DET/8477456.png,J.T.,Compher,37,FWD,L,R,72,190,183,86,1995-04-08,Northbrook,USA,DET,20242025
8477429,https://assets.nhle.com/mugs/nhl/20242025/DET/8477429.png,Andrew,Copp,18,FWD,C,L,73,203,185,92,1994-07-08,Ann Arbor,USA,DET,20242025
8479337,https://assets.nhle.com/mugs/nhl/20242025/DET/8479337.png,Alex,DeBrincat,93,FWD,R,R,68,180,173,82,1997-12-18,Farmington Hills,USA,DET,20242025
8474141,https://assets.nhle.com/mugs/nhl/20242025/DET/8474141.png,Patrick,Kane,88,FWD,R,L,70,177,178,80,1988-11-19,Buffalo,USA,DET,20242025
8483464,https://assets.nhle.com/mugs/nhl/20242025/DET/8483464.png,Marco,Kasper,92,FWD,C,L,73,183,185,83,2004-04-08,Innsbruck,AUT,DET,20242025
8477946,https://assets.nhle.com/mugs/nhl/20242025/DET/8477946.png,Dylan,Larkin,71,FWD,C,L,73,199,185,90,1996-07-30,Waterford,USA,DET,20242025
8482802,https://assets.nhle.com/mugs/nhl/20242025/DET/8482802.png,Carter,Mazur,43,FWD,L,R,72,170,183,77,2002-03-28,Jackson,USA,DET,20242025
8477353,https://assets.nhle.com/mugs/nhl/20242025/DET/8477353.png,Tyler,Motte,14,FWD,C,L,70,194,178,88,1995-03-10,St. Clair,USA,DET,20242025
8479992,https://assets.nhle.com/mugs/nhl/20242025/DET/8479992.png,Michael,Rasmussen,27,FWD,C,L,78,220,198,100,1999-04-17,Surrey,CAN,DET,20242025
8482078,https://assets.nhle.com/mugs/nhl/20242025/DET/8482078.png,Lucas,Raymond,23,FWD,L,R,71,188,180,85,2002-03-28,Gothenburg,SWE,DET,20242025
8475225,https://assets.nhle.com/mugs/nhl/20242025/DET/8475225.png,Craig,Smith,15,FWD,C,R,73,203,185,92,1989-09-05,Madison,USA,DET,20242025
8475279,https://assets.nhle.com/mugs/nhl/20242025/DET/8475279.png,Ben,Chiarot,8,DEF,D,L,75,224,191,102,1991-05-09,Hamilton,CAN,DET,20242025
8482762,https://assets.nhle.com/mugs/nhl/20242025/DET/8482762.png,Simon,Edvinsson,77,DEF,D,L,78,209,198,95,2003-02-05,Kungsbacka,SWE,DET,20242025
8476979,https://assets.nhle.com/mugs/nhl/20242025/DET/8476979.png,Erik,Gustafsson,56,DEF,D,L,73,189,185,86,1992-03-14,Nynashamn,SWE,DET,20242025
8475718,https://assets.nhle.com/mugs/nhl/20242025/DET/8475718.png,Justin,Holl,3,DEF,D,R,76,194,193,88,1992-01-30,Tonka Bay,USA,DET,20242025
8481607,https://assets.nhle.com/mugs/nhl/20242025/DET/8481607.png,Albert,Johansson,20,DEF,D,L,72,168,183,76,2001-01-04,Karlstad,SWE,DET,20242025
8478021,https://assets.nhle.com/mugs/nhl/20242025/DET/8478021.png,William,Lagesson,84,DEF,D,L,74,211,188,96,1996-02-22,Gothenburg,SWE,DET,20242025
8473507,https://assets.nhle.com/mugs/nhl/20242025/DET/8473507.png,Jeff,Petry,46,DEF,D,R,75,208,191,94,1987-12-09,Ann Arbor,USA,DET,20242025
8481542,https://assets.nhle.com/mugs/nhl/20242025/DET/8481542.png,Moritz,Seider,53,DEF,D,R,75,205,191,93,2001-04-06,Zell,DEU,DET,20242025
8476434,https://assets.nhle.com/mugs/nhl/20242025/DET/8476434.png,John,Gibson,NA,GK,G,L,74,214,188,97,1993-07-14,Pittsburgh,USA,DET,20242025
8479312,https://assets.nhle.com/mugs/nhl/20242025/DET/8479312.png,Alex,Lyon,34,GK,G,L,73,196,185,89,1992-12-09,Baudette,USA,DET,20242025
8475660,https://assets.nhle.com/mugs/nhl/20242025/DET/8475660.png,Cam,Talbot,39,GK,G,L,76,200,193,91,1987-07-05,Caledonia,CAN,DET,20242025
8478042,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478042.png,Viktor,Arvidsson,33,FWD,L,R,70,185,178,84,1993-04-08,Skelleftea,SWE,EDM,20242025
8477015,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477015.png,Connor,Brown,28,FWD,R,R,72,184,183,83,1994-01-14,Toronto,CAN,EDM,20242025
8477934,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477934.png,Leon,Draisaitl,29,FWD,C,L,74,209,188,95,1995-10-27,Cologne,DEU,EDM,20242025
8479365,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479365.png,Trent,Frederic,10,FWD,C,L,75,221,191,100,1998-02-11,St. Louis,USA,EDM,20242025
8480468,https://assets.nhle.com/mugs/nhl/20242025/EDM/8480468.png,James,Hamblin,52,FWD,L,L,70,185,178,84,1999-04-27,Edmonton,CAN,EDM,20242025
8474641,https://assets.nhle.com/mugs/nhl/20242025/EDM/8474641.png,Adam,Henrique,19,FWD,C,L,72,195,183,88,1990-02-06,Brantford,CAN,EDM,20242025
8475786,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475786.png,Zach,Hyman,18,FWD,L,R,73,206,185,93,1992-06-09,Toronto,CAN,EDM,20242025
8477406,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477406.png,Mattias,Janmark,13,FWD,C,L,74,205,188,93,1992-12-08,Danderyd,SWE,EDM,20242025
8479368,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479368.png,Max,Jones,46,FWD,L,L,75,216,191,98,1998-02-17,Rochester,USA,EDM,20242025
8477953,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477953.png,Kasperi,Kapanen,42,FWD,R,R,73,194,185,88,1996-07-23,Kuopio,FIN,EDM,20242025
8478402,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478402.png,Connor,McDavid,97,FWD,C,L,73,194,185,88,1997-01-13,Richmond Hill,CAN,EDM,20242025
8476454,https://assets.nhle.com/mugs/nhl/20242025/EDM/8476454.png,Ryan,Nugent-Hopkins,93,FWD,C,L,73,192,185,87,1993-04-12,Burnaby,CAN,EDM,20242025
8470621,https://assets.nhle.com/mugs/nhl/20242025/EDM/8470621.png,Corey,Perry,90,FWD,R,R,75,208,191,94,1985-05-16,Peterborough,CAN,EDM,20242025
8481491,https://assets.nhle.com/mugs/nhl/20242025/EDM/8481491.png,Noah,Philp,48,FWD,C,R,75,198,191,90,1998-08-31,Canmore,CAN,EDM,20242025
8481617,https://assets.nhle.com/mugs/nhl/20242025/EDM/8481617.png,Vasily,Podkolzin,92,FWD,R,L,73,190,185,86,2001-06-24,Moscow,RUS,EDM,20242025
8478585,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478585.png,Derek,Ryan,10,FWD,C,R,70,185,178,84,1986-12-29,Spokane,USA,EDM,20242025
8483512,https://assets.nhle.com/mugs/nhl/20242025/EDM/8483512.png,Matt,Savoie,22,FWD,C,R,69,179,175,81,2004-01-01,St. Albert,CAN,EDM,20242025
8475784,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475784.png,Jeff,Skinner,53,FWD,C,L,71,200,180,91,1992-05-16,Toronto,CAN,EDM,20242025
8480803,https://assets.nhle.com/mugs/nhl/20242025/EDM/8480803.png,Evan,Bouchard,2,DEF,D,R,75,192,191,87,1999-10-20,Oakville,CAN,EDM,20242025
8477384,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477384.png,Joshua,Brown,44,DEF,D,R,77,220,196,100,1994-01-21,London,CAN,EDM,20242025
8479341,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479341.png,Cam,Dineen,85,DEF,D,L,71,188,180,85,1998-06-19,Toms River,USA,EDM,20242025
8475218,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475218.png,Mattias,Ekholm,14,DEF,D,L,77,225,196,102,1990-05-24,Borlange,SWE,EDM,20242025
8480834,https://assets.nhle.com/mugs/nhl/20242025/EDM/8480834.png,Ty,Emberson,49,DEF,D,R,74,193,188,88,2000-05-23,Eau Claire,USA,EDM,20242025
8475906,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475906.png,John,Klingberg,36,DEF,D,R,74,185,188,84,1992-08-14,Gothenburg,SWE,EDM,20242025
8476967,https://assets.nhle.com/mugs/nhl/20242025/EDM/8476967.png,Brett,Kulak,27,DEF,D,L,74,192,188,87,1994-01-06,Edmonton,CAN,EDM,20242025
8477498,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477498.png,Darnell,Nurse,25,DEF,D,L,76,215,193,98,1995-02-04,Hamilton,CAN,EDM,20242025
8479442,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479442.png,Troy,Stecher,51,DEF,D,R,70,184,178,83,1994-04-07,Richmond,CAN,EDM,20242025
8478013,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478013.png,Jake,Walman,96,DEF,D,L,73,218,185,99,1996-02-20,Toronto,CAN,EDM,20242025
8475717,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475717.png,Calvin,Pickard,30,GK,G,L,73,206,185,93,1992-04-15,Moncton,CAN,EDM,20242025
8480885,https://assets.nhle.com/mugs/nhl/20242025/EDM/8480885.png,Olivier,Rodrigue,35,GK,G,L,73,158,185,72,2000-07-06,Chicoutimi,CAN,EDM,20242025
8479973,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479973.png,Stuart,Skinner,74,GK,G,L,76,230,193,104,1998-11-01,Edmonton,CAN,EDM,20242025
8477493,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477493.png,Aleksander,Barkov,16,FWD,C,L,75,214,191,97,1995-09-02,Tampere,FIN,FLA,20242025
8477935,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477935.png,Sam,Bennett,9,FWD,C,L,73,193,185,88,1996-06-20,Holland Landing,CAN,FLA,20242025
8480003,https://assets.nhle.com/mugs/nhl/20242025/FLA/8480003.png,Jesper,Boqvist,70,FWD,C,L,73,190,185,86,1998-10-30,Falun,SWE,FLA,20242025
8479981,https://assets.nhle.com/mugs/nhl/20242025/FLA/8479981.png,Jonah,Gadjovich,12,FWD,L,L,75,211,191,96,1998-10-12,Whitby,CAN,FLA,20242025
8478421,https://assets.nhle.com/mugs/nhl/20242025/FLA/8478421.png,A.J.,Greer,10,FWD,L,L,75,209,191,95,1996-12-14,Joliette,CAN,FLA,20242025
8482113,https://assets.nhle.com/mugs/nhl/20242025/FLA/8482113.png,Anton,Lundell,15,FWD,C,L,73,196,185,89,2001-10-03,Espoo,FIN,FLA,20242025
8480185,https://assets.nhle.com/mugs/nhl/20242025/FLA/8480185.png,Eetu,Luostarinen,27,FWD,C,L,75,191,191,87,1998-09-02,Siilinjarvi,FIN,FLA,20242025
8473419,https://assets.nhle.com/mugs/nhl/20242025/FLA/8473419.png,Brad,Marchand,63,FWD,C,L,69,180,175,82,1988-05-11,Halifax,CAN,FLA,20242025
8477931,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477931.png,Tomas,Nosek,92,FWD,L,L,75,199,191,90,1992-09-01,Pardubice,CZE,FLA,20242025
8477933,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477933.png,Sam,Reinhart,13,FWD,C,R,73,196,185,89,1995-11-06,West Vancouver,CAN,FLA,20242025
8478542,https://assets.nhle.com/mugs/nhl/20242025/FLA/8478542.png,Evan,Rodrigues,17,FWD,C,R,71,182,180,83,1993-07-28,Toronto,CAN,FLA,20242025
8482713,https://assets.nhle.com/mugs/nhl/20242025/FLA/8482713.png,Mackie,Samoskevich,25,FWD,R,R,71,180,180,82,2002-11-15,Newtown,USA,FLA,20242025
8481477,https://assets.nhle.com/mugs/nhl/20242025/FLA/8481477.png,Nico,Sturm,8,FWD,C,L,75,209,191,95,1995-05-03,Augsburg,DEU,FLA,20242025
8479314,https://assets.nhle.com/mugs/nhl/20242025/FLA/8479314.png,Matthew,Tkachuk,19,FWD,L,L,74,202,188,92,1997-12-11,Scottsdale,USA,FLA,20242025
8477409,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477409.png,Carter,Verhaeghe,23,FWD,C,L,74,183,188,83,1995-08-14,Toronto,CAN,FLA,20242025
8484304,https://assets.nhle.com/mugs/nhl/20242025/FLA/8484304.png,Uvis,Balinskis,26,DEF,D,L,72,196,183,89,1996-08-01,Ventspils,LVA,FLA,20242025
8477932,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477932.png,Aaron,Ekblad,5,DEF,D,R,76,220,193,100,1996-02-07,Windsor,CAN,FLA,20242025
8478055,https://assets.nhle.com/mugs/nhl/20242025/FLA/8478055.png,Gustav,Forsling,42,DEF,D,L,73,199,185,90,1996-06-12,Linkoping,SWE,FLA,20242025
8477495,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477495.png,Seth,Jones,3,DEF,D,R,76,213,193,97,1994-10-03,Arlington,USA,FLA,20242025
8475179,https://assets.nhle.com/mugs/nhl/20242025/FLA/8475179.png,Dmitry,Kulikov,7,DEF,D,L,73,212,185,96,1990-10-29,Lipetsk,RUS,FLA,20242025
8477034,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477034.png,Jaycob,Megna,6,DEF,D,L,78,214,198,97,1992-12-10,Plantation,USA,FLA,20242025
8478859,https://assets.nhle.com/mugs/nhl/20242025/FLA/8478859.png,Niko,Mikkola,77,DEF,D,L,78,204,198,93,1996-04-27,Kiiminki,FIN,FLA,20242025
8477220,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477220.png,Nate,Schmidt,88,DEF,D,L,72,197,183,89,1991-07-16,St. Cloud,USA,FLA,20242025
8475683,https://assets.nhle.com/mugs/nhl/20242025/FLA/8475683.png,Sergei,Bobrovsky,72,GK,G,L,74,180,188,82,1988-09-20,Novokuznetsk,RUS,FLA,20242025
8480193,https://assets.nhle.com/mugs/nhl/20242025/FLA/8480193.png,Daniil,Tarasov,NA,GK,G,L,77,203,196,92,1999-03-27,Novokuznetsk,RUS,FLA,20242025
8477970,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477970.png,Vitek,Vanecek,41,GK,G,L,74,184,188,83,1996-01-09,Havlickuv Brod,CZE,FLA,20242025
8482124,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482124.png,Quinton,Byfield,55,FWD,R,L,77,225,196,102,2002-08-19,Newmarket,CAN,LAK,20242025
8476479,https://assets.nhle.com/mugs/nhl/20242025/LAK/8476479.png,Phillip,Danault,24,FWD,C,L,73,200,185,91,1993-02-24,Victoriaville,CAN,LAK,20242025
8477942,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477942.png,Kevin,Fiala,22,FWD,L,L,72,205,183,93,1996-07-22,St. Gallen,CHE,LAK,20242025
8477998,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477998.png,Warren,Foegele,37,FWD,L,L,74,204,188,93,1996-04-01,Markham,CAN,LAK,20242025
8482726,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482726.png,Samuel,Helenius,79,FWD,C,L,78,201,198,91,2002-11-26,Dallas,USA,LAK,20242025
8479661,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479661.png,Tanner,Jeannot,10,FWD,L,L,74,220,188,100,1997-05-29,Estevan,CAN,LAK,20242025
8477960,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477960.png,Adrian,Kempe,9,FWD,R,L,74,200,188,91,1996-09-13,Kramfors,SWE,LAK,20242025
8471685,https://assets.nhle.com/mugs/nhl/20242025/LAK/8471685.png,Anze,Kopitar,11,FWD,C,L,75,225,191,102,1987-08-24,Jesenice,SVN,LAK,20242025
